district,librarian_fte,year,librarians_per_school,students_per_librarian,teachers_per_librarian,teacher_fte,locale_code,locale_tier
Walla Walla Public Schools (WA),2.2,2021-22,0.14,2531.0,152.0,335.0,13.0,Urban
Walla Walla Public Schools (WA),2.2,2022-23,0.14,2545.0,151.0,332.0,13.0,Urban
Walla Walla Public Schools (WA),2.2,2023-24,0.13,2515.0,148.0,325.94,13.0,Urban
Walla Walla Public Schools (WA),2.2,2024-25,0.13,2459.0,143.0,313.87,13.0,Urban
Wapato School District (WA),2.3,2015-16,0.38,1466.0,79.0,182.32,31.0,Mid-size
Wapato School District (WA),2.3,2016-17,0.38,1459.0,81.0,185.52,31.0,Mid-size
Wapato School District (WA),2.14,2017-18,0.36,1607.0,91.0,195.57,31.0,Mid-size
Wapato School District (WA),1.0,2018-19,0.14,3529.0,207.0,206.5,31.0,Mid-size
Wapato School District (WA),1.0,2019-20,0.13,3443.0,200.0,200.3,31.0,Mid-size
Wapato School District (WA),1.0,2020-21,0.13,3279.0,196.0,196.44,31.0,Mid-size
Wapato School District (WA),0.8,2021-22,0.1,4039.0,237.0,189.44,31.0,Mid-size
Wapato School District (WA),1.46,2022-23,0.13,2188.0,140.0,204.0,31.0,Mid-size
Wapato School District (WA),1.66,2023-24,0.15,1925.0,123.0,204.82,31.0,Mid-size
Wapato School District (WA),1.66,2024-25,0.15,1927.0,114.0,188.95,31.0,Mid-size
Warden School District (WA),1.0,2015-16,0.33,982.0,57.0,57.13,33.0,Mid-size
Warden School District (WA),1.0,2016-17,0.33,998.0,55.0,54.87,33.0,Mid-size
Warden School District (WA),1.0,2017-18,0.33,990.0,56.0,55.84,33.0,Mid-size
Warden School District (WA),1.0,2018-19,0.33,972.0,56.0,55.99,33.0,Mid-size
Warden School District (WA),1.0,2019-20,0.33,961.0,56.0,55.77,33.0,Mid-size
Warden School District (WA),1.0,2020-21,0.33,910.0,53.0,53.0,33.0,Mid-size
Warden School District (WA),1.0,2021-22,0.33,921.0,52.0,51.5,33.0,Mid-size
Warden School District (WA),1.0,2022-23,0.33,902.0,51.0,51.0,33.0,Mid-size
Warden School District (WA),1.0,2023-24,0.33,936.0,51.0,50.79,42.0,Distant Rural
Warden School District (WA),1.0,2024-25,0.33,933.0,54.0,54.49,42.0,Distant Rural
Washougal School District (WA),1.0,2015-16,0.13,3204.0,164.0,163.81,21.0,Suburban
Washougal School District (WA),1.0,2016-17,0.13,3251.0,162.0,161.9,21.0,Suburban
Washougal School District (WA),2.0,2017-18,0.25,1607.0,86.0,172.42,21.0,Suburban
Washougal School District (WA),3.5,2018-19,0.44,911.0,50.0,176.47,21.0,Suburban
Washougal School District (WA),3.54,2019-20,0.44,911.0,47.0,165.65,21.0,Suburban
Washougal School District (WA),4.0,2020-21,0.44,750.0,41.0,162.16,21.0,Suburban
Washougal School District (WA),4.0,2021-22,0.44,745.0,37.0,149.26,21.0,Suburban
Washougal School District (WA),2.91,2022-23,0.32,985.0,56.0,162.0,21.0,Suburban
Washougal School District (WA),1.0,2023-24,0.11,2825.0,150.0,150.15,21.0,Suburban
Washougal School District (WA),0.0,2024-25,,,,138.4,21.0,Suburban
Washtucna School District (WA),0.0,2015-16,0.0,,,12.5,43.0,Distant Rural
Washtucna School District (WA),0.0,2016-17,0.0,,,11.45,43.0,Distant Rural
Washtucna School District (WA),0.0,2017-18,0.0,,,11.44,43.0,Distant Rural
Washtucna School District (WA),0.0,2018-19,0.0,,,10.04,43.0,Distant Rural
Washtucna School District (WA),0.0,2019-20,0.0,,,10.49,43.0,Distant Rural
Washtucna School District (WA),0.0,2020-21,0.0,,,11.04,43.0,Distant Rural
Washtucna School District (WA),0.0,2021-22,0.0,,,10.0,43.0,Distant Rural
Washtucna School District (WA),0.0,2022-23,0.0,,,11.0,43.0,Distant Rural
Washtucna School District (WA),0.0,2023-24,,,,11.1,43.0,Distant Rural
Washtucna School District (WA),0.0,2024-25,,,,11.1,43.0,Distant Rural
Waterville School District (WA),0.0,2015-16,0.0,,,20.0,42.0,Distant Rural
Waterville School District (WA),0.0,2016-17,0.0,,,21.01,42.0,Distant Rural
Waterville School District (WA),0.0,2017-18,0.0,,,22.02,42.0,Distant Rural
Waterville School District (WA),0.0,2018-19,0.0,,,20.0,42.0,Distant Rural
Waterville School District (WA),0.0,2019-20,0.0,,,20.98,42.0,Distant Rural
Waterville School District (WA),0.0,2020-21,0.0,,,20.72,42.0,Distant Rural
Waterville School District (WA),0.0,2021-22,0.0,,,20.99,42.0,Distant Rural
Waterville School District (WA),0.0,2022-23,0.0,,,20.0,42.0,Distant Rural
Waterville School District (WA),0.0,2023-24,,,,19.19,42.0,Distant Rural
Waterville School District (WA),0.0,2024-25,,,,15.0,42.0,Distant Rural
Wellpinit School District (WA),0.0,2015-16,0.0,,,30.62,42.0,Distant Rural
Wellpinit School District (WA),0.0,2016-17,0.0,,,32.23,42.0,Distant Rural
Wellpinit School District (WA),0.0,2017-18,0.0,,,29.02,42.0,Distant Rural
Wellpinit School District (WA),0.0,2018-19,0.0,,,31.39,42.0,Distant Rural
Wellpinit School District (WA),0.0,2019-20,0.0,,,29.9,42.0,Distant Rural
Wellpinit School District (WA),0.0,2020-21,0.0,,,32.32,42.0,Distant Rural
Wellpinit School District (WA),0.0,2021-22,0.0,,,31.56,42.0,Distant Rural
Wellpinit School District (WA),0.0,2022-23,0.0,,,34.0,42.0,Distant Rural
Wellpinit School District (WA),0.0,2023-24,,,,29.29,42.0,Distant Rural
Wellpinit School District (WA),0.0,2024-25,,,,35.55,42.0,Distant Rural
Wenatchee School District (WA),10.03,2015-16,0.56,796.0,44.0,436.71,13.0,Urban
Wenatchee School District (WA),9.31,2016-17,0.52,833.0,48.0,443.71,13.0,Urban
Wenatchee School District (WA),10.01,2017-18,0.56,774.0,45.0,448.61,13.0,Urban
Wenatchee School District (WA),4.82,2018-19,0.27,1621.0,95.0,455.95,13.0,Urban
Wenatchee School District (WA),4.07,2019-20,0.23,1918.0,109.0,443.58,13.0,Urban
Wenatchee School District (WA),4.0,2020-21,0.21,1831.0,114.0,455.88,13.0,Urban
Wenatchee School District (WA),4.61,2021-22,0.24,1605.0,94.0,433.31,13.0,Urban
Wenatchee School District (WA),4.33,2022-23,0.23,1697.0,108.0,467.0,13.0,Urban
Wenatchee School District (WA),2.58,2023-24,0.14,2748.0,172.0,443.18,13.0,Urban
Wenatchee School District (WA),2.13,2024-25,0.12,3321.0,188.0,400.89,13.0,Urban
West Valley School District (Spokane) (WA),0.0,2015-16,,,,0.0,13.0,Urban
West Valley School District (Spokane) (WA),0.0,2016-17,,,,0.0,13.0,Urban
West Valley School District (Spokane) (WA),0.0,2017-18,,,,0.0,13.0,Urban
West Valley School District (Spokane) (WA),0.0,2018-19,,,,0.0,13.0,Urban
West Valley School District (Spokane) (WA),0.0,2019-20,,,,0.0,13.0,Urban
West Valley School District (Spokane) (WA),0.66,2020-21,0.06,5211.0,308.0,203.28,12.0,Urban
West Valley School District (Spokane) (WA),0.66,2021-22,0.05,5218.0,288.0,189.99,12.0,Urban
West Valley School District (Spokane) (WA),0.66,2022-23,0.05,5277.0,288.0,190.0,12.0,Urban
West Valley School District (Spokane) (WA),0.0,2023-24,,,,0.0,12.0,Urban
West Valley School District (Spokane) (WA),0.66,2024-25,0.05,5265.0,297.0,196.22,12.0,Urban
West Valley School District (Yakima) (WA),3.4,2015-16,0.28,1485.0,75.0,255.79,13.0,Urban
West Valley School District (Yakima) (WA),3.4,2016-17,0.28,1547.0,77.0,262.74,13.0,Urban
West Valley School District (Yakima) (WA),3.0,2017-18,0.2,1812.0,90.0,270.58,13.0,Urban
West Valley School District (Yakima) (WA),3.0,2018-19,0.19,1837.0,93.0,279.89,13.0,Urban
West Valley School District (Yakima) (WA),2.0,2019-20,0.13,2808.0,139.0,277.93,13.0,Urban
West Valley School District (Yakima) (WA),1.0,2020-21,0.06,5313.0,264.0,264.23,13.0,Urban
West Valley School District (Yakima) (WA),0.0,2021-22,0.0,,,281.33,13.0,Urban
West Valley School District (Yakima) (WA),0.0,2022-23,0.0,,,279.0,13.0,Urban
West Valley School District (Yakima) (WA),0.0,2023-24,,,,289.33,13.0,Urban
West Valley School District (Yakima) (WA),0.0,2024-25,,,,285.29,13.0,Urban
White Pass School District (WA),0.0,2015-16,0.0,,,24.72,43.0,Distant Rural
White Pass School District (WA),0.0,2016-17,0.0,,,24.25,43.0,Distant Rural
White Pass School District (WA),0.0,2017-18,0.0,,,24.24,43.0,Distant Rural
