district,librarian_fte,year,librarians_per_school,students_per_librarian,teachers_per_librarian,teacher_fte
Tekoa School District (WA),0.0,2020-21,0.0,,,17.24
Tekoa School District (WA),0.0,2021-22,0.0,,,15.3
Tekoa School District (WA),0.0,2022-23,0.0,,,12.0
Tekoa School District (WA),0.0,2023-24,,,,17.66
Tekoa School District (WA),0.0,2024-25,,,,17.37
Tenino School District (WA),0.5,2015-16,0.13,2416.0,136.0,68.21
Tenino School District (WA),0.5,2016-17,0.13,2492.0,135.0,67.61
Tenino School District (WA),0.5,2017-18,0.13,2526.0,140.0,70.05
Tenino School District (WA),0.2,2018-19,0.05,6570.0,346.0,69.23
Tenino School District (WA),0.0,2019-20,0.0,,,72.01
Tenino School District (WA),0.0,2020-21,0.0,,,70.86
Tenino School District (WA),0.0,2021-22,0.0,,,73.1
Tenino School District (WA),0.0,2022-23,0.0,,,79.0
Tenino School District (WA),0.0,2023-24,,,,78.68
Tenino School District (WA),0.0,2024-25,,,,72.37
Thorp School District (WA),0.0,2015-16,0.0,,,13.63
Thorp School District (WA),0.0,2016-17,0.0,,,14.04
Thorp School District (WA),0.0,2017-18,0.0,,,18.36
Thorp School District (WA),0.0,2018-19,0.0,,,17.8
Thorp School District (WA),0.0,2019-20,0.0,,,18.14
Thorp School District (WA),0.0,2020-21,0.0,,,20.51
Thorp School District (WA),0.0,2021-22,0.0,,,20.4
Thorp School District (WA),0.0,2022-23,0.0,,,20.0
Thorp School District (WA),0.0,2023-24,,,,20.8
Thorp School District (WA),0.0,2024-25,,,,20.37
Toledo School District (WA),0.15,2015-16,0.04,5053.0,266.0,39.85
Toledo School District (WA),0.25,2016-17,0.06,3128.0,167.0,41.82
Toledo School District (WA),0.25,2017-18,0.06,3228.0,175.0,43.76
Toledo School District (WA),0.25,2018-19,0.06,3196.0,179.0,44.79
Toledo School District (WA),0.25,2019-20,0.06,3460.0,193.0,48.29
Toledo School District (WA),0.25,2020-21,0.06,3156.0,185.0,46.27
Toledo School District (WA),0.25,2021-22,0.06,3256.0,184.0,45.98
Toledo School District (WA),0.25,2022-23,0.06,3372.0,192.0,48.0
Toledo School District (WA),0.25,2023-24,0.06,3428.0,199.0,49.74
Toledo School District (WA),0.25,2024-25,0.06,3624.0,206.0,51.55
Tonasket School District (WA),1.0,2015-16,0.33,1146.0,67.0,67.06
Tonasket School District (WA),1.0,2016-17,0.33,1177.0,67.0,66.84
Tonasket School District (WA),1.0,2017-18,0.33,1162.0,68.0,67.56
Tonasket School District (WA),1.0,2018-19,0.33,1201.0,67.0,67.4
Tonasket School District (WA),0.94,2019-20,0.19,1234.0,72.0,67.8
Tonasket School District (WA),0.94,2020-21,0.19,1204.0,72.0,67.7
Tonasket School District (WA),0.94,2021-22,0.19,1248.0,79.0,74.28
Tonasket School District (WA),0.94,2022-23,0.19,1240.0,77.0,72.0
Tonasket School District (WA),0.91,2023-24,0.18,1269.0,78.0,71.01
Tonasket School District (WA),0.9,2024-25,0.18,1227.0,75.0,67.17
Toppenish School District (WA),4.5,2015-16,0.5,979.0,46.0,207.29
Toppenish School District (WA),4.5,2016-17,0.5,950.0,44.0,197.73
Toppenish School District (WA),5.0,2017-18,0.56,831.0,40.0,199.81
Toppenish School District (WA),3.16,2018-19,0.35,1378.0,62.0,196.44
Toppenish School District (WA),4.0,2019-20,0.44,1117.0,50.0,201.74
Toppenish School District (WA),4.0,2020-21,0.44,1113.0,49.0,197.3
Toppenish School District (WA),4.0,2021-22,0.44,1069.0,49.0,197.78
Toppenish School District (WA),4.0,2022-23,0.44,1062.0,51.0,204.0
Toppenish School District (WA),4.0,2023-24,0.44,961.0,50.0,198.72
Toppenish School District (WA),1.0,2024-25,0.11,3646.0,187.0,187.03
Touchet School District (WA),0.0,2015-16,0.0,,,18.85
Touchet School District (WA),0.0,2016-17,0.0,,,18.4
Touchet School District (WA),0.0,2017-18,0.0,,,18.51
Touchet School District (WA),0.0,2018-19,0.0,,,19.5
Touchet School District (WA),0.0,2019-20,0.0,,,19.4
Touchet School District (WA),0.0,2020-21,0.0,,,19.4
Touchet School District (WA),0.0,2021-22,0.0,,,17.0
Touchet School District (WA),0.0,2022-23,0.0,,,20.0
Touchet School District (WA),0.0,2023-24,,,,20.0
Touchet School District (WA),0.0,2024-25,,,,18.05
Toutle Lake School District (WA),0.0,2015-16,0.0,,,33.47
Toutle Lake School District (WA),0.0,2016-17,0.0,,,34.8
Toutle Lake School District (WA),0.0,2017-18,0.0,,,34.79
Toutle Lake School District (WA),0.0,2018-19,0.0,,,35.8
Toutle Lake School District (WA),0.0,2019-20,0.0,,,36.8
Toutle Lake School District (WA),0.0,2020-21,0.0,,,34.8
Toutle Lake School District (WA),0.0,2021-22,0.0,,,37.63
Toutle Lake School District (WA),0.0,2022-23,0.0,,,39.0
Toutle Lake School District (WA),0.0,2023-24,,,,37.0
Toutle Lake School District (WA),0.0,2024-25,,,,34.8
Trout Lake School District (WA),0.0,2015-16,0.0,,,15.16
Trout Lake School District (WA),0.0,2016-17,0.0,,,15.57
Trout Lake School District (WA),0.0,2017-18,0.0,,,16.33
Trout Lake School District (WA),0.0,2018-19,0.0,,,16.31
Trout Lake School District (WA),0.0,2019-20,0.0,,,16.6
Trout Lake School District (WA),0.0,2020-21,0.0,,,16.34
Trout Lake School District (WA),0.0,2021-22,0.0,,,14.69
Trout Lake School District (WA),0.0,2022-23,0.0,,,16.0
Trout Lake School District (WA),0.0,2023-24,,,,15.0
Trout Lake School District (WA),0.0,2024-25,,,,14.78
Tukwila School District (WA),3.6,2015-16,0.51,844.0,47.0,170.7
Tukwila School District (WA),4.6,2016-17,0.66,649.0,36.0,166.76
Tukwila School District (WA),4.6,2017-18,0.66,643.0,35.0,162.58
Tukwila School District (WA),4.6,2018-19,0.58,662.0,34.0,157.82
Tukwila School District (WA),4.6,2019-20,0.58,657.0,35.0,159.26
Tukwila School District (WA),5.6,2020-21,0.7,484.0,29.0,161.73
Tukwila School District (WA),4.6,2021-22,0.58,548.0,33.0,149.93
Tukwila School District (WA),4.36,2022-23,0.55,623.0,37.0,162.0
Tukwila School District (WA),4.36,2023-24,0.55,649.0,36.0,157.31
Tukwila School District (WA),0.96,2024-25,0.12,3006.0,148.0,142.01
Tumwater School District (WA),8.5,2015-16,0.61,759.0,40.0,342.36
Tumwater School District (WA),9.52,2016-17,0.68,708.0,35.0,336.21
Tumwater School District (WA),3.8,2017-18,0.27,1793.0,93.0,351.6
Tumwater School District (WA),3.8,2018-19,0.27,1731.0,96.0,363.63
Tumwater School District (WA),3.8,2019-20,0.27,1709.0,96.0,366.19
Tumwater School District (WA),2.8,2020-21,0.19,2235.0,124.0,347.39
Tumwater School District (WA),2.8,2021-22,0.19,2295.0,121.0,339.14
Tumwater School District (WA),1.48,2022-23,0.1,4366.0,234.0,347.0
Tumwater School District (WA),1.32,2023-24,0.09,4759.0,258.0,340.22
Tumwater School District (WA),1.4,2024-25,0.1,4536.0,254.0,355.98
Union Gap School District (WA),0.0,2015-16,0.0,,,34.43
Union Gap School District (WA),0.0,2016-17,0.0,,,34.93
Union Gap School District (WA),0.0,2017-18,0.0,,,35.41
Union Gap School District (WA),0.0,2018-19,0.0,,,35.32
Union Gap School District (WA),0.0,2019-20,0.0,,,35.26
Union Gap School District (WA),0.0,2020-21,0.0,,,35.43
Union Gap School District (WA),0.0,2021-22,0.0,,,31.48
Union Gap School District (WA),0.0,2022-23,0.0,,,37.0
Union Gap School District (WA),0.0,2023-24,,,,38.0
Union Gap School District (WA),0.0,2024-25,,,,36.56
University Place School District (WA),6.0,2015-16,0.6,941.0,50.0,299.05
University Place School District (WA),6.0,2016-17,0.6,952.0,49.0,291.98
University Place School District (WA),6.01,2017-18,0.67,946.0,49.0,295.39
University Place School District (WA),6.01,2018-19,0.67,968.0,50.0,302.6
University Place School District (WA),6.0,2019-20,0.75,960.0,51.0,308.74
University Place School District (WA),1.0,2020-21,0.13,5661.0,311.0,310.91
University Place School District (WA),2.0,2021-22,0.25,2807.0,157.0,314.37
University Place School District (WA),2.0,2022-23,0.25,2810.0,156.0,312.0
University Place School District (WA),2.0,2023-24,0.25,2803.0,147.0,293.5
University Place School District (WA),2.0,2024-25,0.25,2818.0,148.0,295.93
Valley School District (WA),0.0,2015-16,0.0,,,34.16
Valley School District (WA),0.0,2016-17,0.0,,,36.25
Valley School District (WA),0.0,2017-18,0.0,,,36.28
Valley School District (WA),0.0,2018-19,0.0,,,42.07
Valley School District (WA),0.0,2019-20,0.0,,,43.15
Valley School District (WA),0.0,2020-21,0.0,,,51.45
Valley School District (WA),0.0,2021-22,0.0,,,48.97
Valley School District (WA),0.0,2022-23,0.0,,,51.0
Valley School District (WA),0.0,2023-24,,,,51.0
Valley School District (WA),0.0,2024-25,,,,52.99
Vancouver School District (WA),32.8,2015-16,0.78,717.0,38.0,1243.89
Vancouver School District (WA),32.8,2016-17,0.78,727.0,39.0,1274.39
Vancouver School District (WA),33.02,2017-18,0.79,717.0,40.0,1307.07
Vancouver School District (WA),32.02,2018-19,0.78,731.0,41.0,1311.37
Vancouver School District (WA),33.02,2019-20,0.81,707.0,39.0,1285.89
Vancouver School District (WA),26.08,2020-21,0.64,840.0,49.0,1270.7
Vancouver School District (WA),27.37,2021-22,0.67,790.0,45.0,1220.69
Vancouver School District (WA),28.02,2022-23,0.65,785.0,46.0,1283.0
Vancouver School District (WA),28.24,2023-24,0.63,777.0,45.0,1261.57
Vancouver School District (WA),20.92,2024-25,0.46,1041.0,54.0,1134.88
Vashon Island School District (WA),2.0,2015-16,0.4,794.0,40.0,79.0
Vashon Island School District (WA),3.0,2016-17,0.6,543.0,29.0,86.27
Vashon Island School District (WA),3.0,2017-18,0.6,533.0,28.0,84.91
Vashon Island School District (WA),3.0,2018-19,0.6,528.0,28.0,85.17
Vashon Island School District (WA),2.0,2019-20,0.4,765.0,41.0,81.37
Vashon Island School District (WA),2.0,2020-21,0.4,758.0,40.0,80.1
Vashon Island School District (WA),2.0,2021-22,0.4,760.0,39.0,78.5
Vashon Island School District (WA),1.9,2022-23,0.38,810.0,41.0,77.0
Vashon Island School District (WA),1.8,2023-24,0.36,818.0,42.0,75.75
Vashon Island School District (WA),0.8,2024-25,0.16,1835.0,92.0,73.89
Wa State Center For Childhood Deafness And Hearing Loss (WA),0.0,2015-16,0.0,,,0.0
Wa State Center For Childhood Deafness And Hearing Loss (WA),0.0,2016-17,0.0,,,0.0
Wa State Center For Childhood Deafness And Hearing Loss (WA),0.0,2017-18,0.0,,,0.0
Wa State Center For Childhood Deafness And Hearing Loss (WA),0.0,2018-19,0.0,,,0.0
Wa State Center For Childhood Deafness And Hearing Loss (WA),0.0,2019-20,0.0,,,0.0
Wa State Center For Childhood Deafness And Hearing Loss (WA),0.0,2020-21,0.0,,,0.0
Wa State Center For Childhood Deafness And Hearing Loss (WA),0.0,2021-22,0.0,,,0.0
Wa State Center For Childhood Deafness And Hearing Loss (WA),0.0,2022-23,0.0,,,0.0
Wa State Center For Childhood Deafness And Hearing Loss (WA),0.0,2023-24,,,,0.0
Wa State Center For Childhood Deafness And Hearing Loss (WA),0.0,2024-25,0.0,,,0.0
Wahkiakum School District (WA),0.0,2015-16,0.0,,,24.41
Wahkiakum School District (WA),0.0,2016-17,0.0,,,25.45
Wahkiakum School District (WA),0.0,2017-18,0.0,,,26.44
Wahkiakum School District (WA),0.0,2018-19,0.0,,,26.44
Wahkiakum School District (WA),0.0,2019-20,0.0,,,25.84
Wahkiakum School District (WA),0.0,2020-21,0.0,,,26.8
Wahkiakum School District (WA),0.0,2021-22,0.0,,,27.2
Wahkiakum School District (WA),0.0,2022-23,0.0,,,26.0
Wahkiakum School District (WA),0.0,2023-24,,,,24.22
Wahkiakum School District (WA),0.0,2024-25,,,,22.69
Wahluke School District (WA),0.0,2015-16,0.0,,,126.06
Wahluke School District (WA),0.0,2016-17,0.0,,,129.51
Wahluke School District (WA),0.0,2017-18,0.0,,,138.08
Wahluke School District (WA),0.0,2018-19,0.0,,,141.6
Wahluke School District (WA),0.0,2019-20,0.0,,,148.88
Wahluke School District (WA),0.0,2020-21,0.0,,,147.28
Wahluke School District (WA),0.0,2021-22,0.0,,,128.03
Wahluke School District (WA),0.0,2022-23,0.0,,,151.0
Wahluke School District (WA),0.0,2023-24,,,,143.51
Wahluke School District (WA),0.0,2024-25,,,,128.49
Waitsburg School District (WA),0.0,2015-16,0.0,,,20.0
Waitsburg School District (WA),0.0,2016-17,0.0,,,20.0
Waitsburg School District (WA),0.0,2017-18,0.0,,,20.01
Waitsburg School District (WA),0.0,2018-19,0.0,,,18.99
Waitsburg School District (WA),0.0,2019-20,0.0,,,17.97
Waitsburg School District (WA),0.0,2020-21,0.0,,,17.07
Waitsburg School District (WA),0.0,2021-22,0.0,,,15.85
Waitsburg School District (WA),0.0,2022-23,0.0,,,19.0
Waitsburg School District (WA),0.0,2023-24,,,,0.0
Waitsburg School District (WA),0.0,2024-25,,,,19.0
Walla Walla Public Schools (WA),4.5,2015-16,0.35,1319.0,76.0,340.9
Walla Walla Public Schools (WA),5.0,2016-17,0.36,1176.0,68.0,339.36
Walla Walla Public Schools (WA),2.0,2017-18,0.14,2898.0,166.0,331.9
Walla Walla Public Schools (WA),2.0,2018-19,0.14,2961.0,165.0,330.23
Walla Walla Public Schools (WA),2.0,2019-20,0.14,2933.0,165.0,330.2
Walla Walla Public Schools (WA),2.3,2020-21,0.14,2364.0,144.0,330.69
Walla Walla Public Schools (WA),2.2,2021-22,0.14,2531.0,152.0,335.0
Walla Walla Public Schools (WA),2.2,2022-23,0.14,2545.0,151.0,332.0
Walla Walla Public Schools (WA),2.2,2023-24,0.13,2515.0,148.0,325.94
Walla Walla Public Schools (WA),2.2,2024-25,0.13,2459.0,143.0,313.87
Wapato School District (WA),2.3,2015-16,0.38,1466.0,79.0,182.32
Wapato School District (WA),2.3,2016-17,0.38,1459.0,81.0,185.52
Wapato School District (WA),2.14,2017-18,0.36,1607.0,91.0,195.57
Wapato School District (WA),1.0,2018-19,0.14,3529.0,207.0,206.5
Wapato School District (WA),1.0,2019-20,0.13,3443.0,200.0,200.3
Wapato School District (WA),1.0,2020-21,0.13,3279.0,196.0,196.44
Wapato School District (WA),0.8,2021-22,0.1,4039.0,237.0,189.44
Wapato School District (WA),1.46,2022-23,0.13,2188.0,140.0,204.0
Wapato School District (WA),1.66,2023-24,0.15,1925.0,123.0,204.82
Wapato School District (WA),1.66,2024-25,0.15,1927.0,114.0,188.95
Warden School District (WA),1.0,2015-16,0.33,982.0,57.0,57.13
Warden School District (WA),1.0,2016-17,0.33,998.0,55.0,54.87
Warden School District (WA),1.0,2017-18,0.33,990.0,56.0,55.84
Warden School District (WA),1.0,2018-19,0.33,972.0,56.0,55.99
Warden School District (WA),1.0,2019-20,0.33,961.0,56.0,55.77
Warden School District (WA),1.0,2020-21,0.33,910.0,53.0,53.0
Warden School District (WA),1.0,2021-22,0.33,921.0,52.0,51.5
Warden School District (WA),1.0,2022-23,0.33,902.0,51.0,51.0
Warden School District (WA),1.0,2023-24,0.33,936.0,51.0,50.79
Warden School District (WA),1.0,2024-25,0.33,933.0,54.0,54.49
Washougal School District (WA),1.0,2015-16,0.13,3204.0,164.0,163.81
Washougal School District (WA),1.0,2016-17,0.13,3251.0,162.0,161.9
Washougal School District (WA),2.0,2017-18,0.25,1607.0,86.0,172.42
Washougal School District (WA),3.5,2018-19,0.44,911.0,50.0,176.47
Washougal School District (WA),3.54,2019-20,0.44,911.0,47.0,165.65
Washougal School District (WA),4.0,2020-21,0.44,750.0,41.0,162.16
Washougal School District (WA),4.0,2021-22,0.44,745.0,37.0,149.26
Washougal School District (WA),2.91,2022-23,0.32,985.0,56.0,162.0
Washougal School District (WA),1.0,2023-24,0.11,2825.0,150.0,150.15
Washougal School District (WA),0.0,2024-25,,,,138.4
Washtucna School District (WA),0.0,2015-16,0.0,,,12.5
Washtucna School District (WA),0.0,2016-17,0.0,,,11.45
Washtucna School District (WA),0.0,2017-18,0.0,,,11.44
Washtucna School District (WA),0.0,2018-19,0.0,,,10.04
Washtucna School District (WA),0.0,2019-20,0.0,,,10.49
Washtucna School District (WA),0.0,2020-21,0.0,,,11.04
Washtucna School District (WA),0.0,2021-22,0.0,,,10.0
Washtucna School District (WA),0.0,2022-23,0.0,,,11.0
Washtucna School District (WA),0.0,2023-24,,,,11.1
Washtucna School District (WA),0.0,2024-25,,,,11.1
Waterville School District (WA),0.0,2015-16,0.0,,,20.0
Waterville School District (WA),0.0,2016-17,0.0,,,21.01
Waterville School District (WA),0.0,2017-18,0.0,,,22.02
Waterville School District (WA),0.0,2018-19,0.0,,,20.0
Waterville School District (WA),0.0,2019-20,0.0,,,20.98
Waterville School District (WA),0.0,2020-21,0.0,,,20.72
Waterville School District (WA),0.0,2021-22,0.0,,,20.99
Waterville School District (WA),0.0,2022-23,0.0,,,20.0
Waterville School District (WA),0.0,2023-24,,,,19.19
Waterville School District (WA),0.0,2024-25,,,,15.0
Wellpinit School District (WA),0.0,2015-16,0.0,,,30.62
Wellpinit School District (WA),0.0,2016-17,0.0,,,32.23
Wellpinit School District (WA),0.0,2017-18,0.0,,,29.02
Wellpinit School District (WA),0.0,2018-19,0.0,,,31.39
Wellpinit School District (WA),0.0,2019-20,0.0,,,29.9
Wellpinit School District (WA),0.0,2020-21,0.0,,,32.32
Wellpinit School District (WA),0.0,2021-22,0.0,,,31.56
Wellpinit School District (WA),0.0,2022-23,0.0,,,34.0
Wellpinit School District (WA),0.0,2023-24,,,,29.29
Wellpinit School District (WA),0.0,2024-25,,,,35.55
Wenatchee School District (WA),10.03,2015-16,0.56,796.0,44.0,436.71
Wenatchee School District (WA),9.31,2016-17,0.52,833.0,48.0,443.71
Wenatchee School District (WA),10.01,2017-18,0.56,774.0,45.0,448.61
Wenatchee School District (WA),4.82,2018-19,0.27,1621.0,95.0,455.95
Wenatchee School District (WA),4.07,2019-20,0.23,1918.0,109.0,443.58
Wenatchee School District (WA),4.0,2020-21,0.21,1831.0,114.0,455.88
Wenatchee School District (WA),4.61,2021-22,0.24,1605.0,94.0,433.31
Wenatchee School District (WA),4.33,2022-23,0.23,1697.0,108.0,467.0
Wenatchee School District (WA),2.58,2023-24,0.14,2748.0,172.0,443.18
Wenatchee School District (WA),2.13,2024-25,0.12,3321.0,188.0,400.89
West Valley School District (Spokane) (WA),0.0,2015-16,,,,0.0
West Valley School District (Spokane) (WA),0.0,2016-17,,,,0.0
West Valley School District (Spokane) (WA),0.0,2017-18,,,,0.0
West Valley School District (Spokane) (WA),0.0,2018-19,,,,0.0
West Valley School District (Spokane) (WA),0.0,2019-20,,,,0.0
West Valley School District (Spokane) (WA),0.66,2020-21,0.06,5211.0,308.0,203.28
West Valley School District (Spokane) (WA),0.66,2021-22,0.05,5218.0,288.0,189.99
West Valley School District (Spokane) (WA),0.66,2022-23,0.05,5277.0,288.0,190.0
West Valley School District (Spokane) (WA),0.0,2023-24,,,,0.0
West Valley School District (Spokane) (WA),0.66,2024-25,0.05,5265.0,297.0,196.22
West Valley School District (Yakima) (WA),3.4,2015-16,0.28,1485.0,75.0,255.79
West Valley School District (Yakima) (WA),3.4,2016-17,0.28,1547.0,77.0,262.74
West Valley School District (Yakima) (WA),3.0,2017-18,0.2,1812.0,90.0,270.58
West Valley School District (Yakima) (WA),3.0,2018-19,0.19,1837.0,93.0,279.89
West Valley School District (Yakima) (WA),2.0,2019-20,0.13,2808.0,139.0,277.93
West Valley School District (Yakima) (WA),1.0,2020-21,0.06,5313.0,264.0,264.23
West Valley School District (Yakima) (WA),0.0,2021-22,0.0,,,281.33
West Valley School District (Yakima) (WA),0.0,2022-23,0.0,,,279.0
West Valley School District (Yakima) (WA),0.0,2023-24,,,,289.33
West Valley School District (Yakima) (WA),0.0,2024-25,,,,285.29
White Pass School District (WA),0.0,2015-16,0.0,,,24.72
White Pass School District (WA),0.0,2016-17,0.0,,,24.25
White Pass School District (WA),0.0,2017-18,0.0,,,24.24
White Pass School District (WA),0.0,2018-19,0.0,,,22.37
White Pass School District (WA),0.0,2019-20,0.0,,,22.39
White Pass School District (WA),0.0,2020-21,0.0,,,22.92
White Pass School District (WA),0.0,2021-22,0.0,,,19.39
White Pass School District (WA),0.0,2022-23,0.0,,,21.0
White Pass School District (WA),0.0,2023-24,,,,23.05
White Pass School District (WA),0.0,2024-25,,,,23.2
White River School District (WA),2.0,2015-16,0.22,1815.0,91.0,181.6
White River School District (WA),2.01,2016-17,0.22,1858.0,90.0,181.88
White River School District (WA),2.01,2017-18,0.22,1932.0,93.0,187.4
White River School District (WA),2.3,2018-19,0.26,1778.0,88.0,203.53
White River School District (WA),2.4,2019-20,0.24,1735.0,87.0,208.0
White River School District (WA),0.4,2020-21,0.04,10005.0,518.0,207.32
White River School District (WA),0.57,2021-22,0.06,7598.0,367.0,209.22
White River School District (WA),0.6,2022-23,0.06,7347.0,370.0,222.0
White River School District (WA),0.6,2023-24,0.06,7500.0,383.0,229.93
White River School District (WA),0.6,2024-25,0.06,7458.0,388.0,232.59
White Salmon Valley School District (WA),0.0,2015-16,0.0,,,67.89
White Salmon Valley School District (WA),0.0,2016-17,0.0,,,67.48
White Salmon Valley School District (WA),0.0,2017-18,0.0,,,68.29
White Salmon Valley School District (WA),0.0,2018-19,0.0,,,67.86
White Salmon Valley School District (WA),0.0,2019-20,0.0,,,69.37
White Salmon Valley School District (WA),0.0,2020-21,0.0,,,67.3
White Salmon Valley School District (WA),0.0,2021-22,0.0,,,68.35
White Salmon Valley School District (WA),0.0,2022-23,0.0,,,66.0
White Salmon Valley School District (WA),0.0,2023-24,,,,55.09
White Salmon Valley School District (WA),0.0,2024-25,,,,60.84
Wilbur School District (WA),0.0,2015-16,0.0,,,21.29
Wilbur School District (WA),0.0,2016-17,0.0,,,20.61
Wilbur School District (WA),0.0,2017-18,0.0,,,20.64
Wilbur School District (WA),0.0,2018-19,0.0,,,20.61
Wilbur School District (WA),0.0,2019-20,0.0,,,17.96
Wilbur School District (WA),0.0,2020-21,0.0,,,18.98
Wilbur School District (WA),0.0,2021-22,0.0,,,20.3
Wilbur School District (WA),0.0,2022-23,0.0,,,19.0
Wilbur School District (WA),0.0,2023-24,,,,20.88
Wilbur School District (WA),0.0,2024-25,,,,20.48
Willapa Valley School District (WA),0.0,2015-16,0.0,,,23.99
Willapa Valley School District (WA),0.0,2016-17,0.0,,,22.99
Willapa Valley School District (WA),0.0,2017-18,0.0,,,23.0
Willapa Valley School District (WA),0.0,2018-19,0.0,,,22.0
Willapa Valley School District (WA),0.0,2019-20,0.0,,,23.14
Willapa Valley School District (WA),0.0,2020-21,0.0,,,21.27
Willapa Valley School District (WA),0.0,2021-22,0.0,,,24.59
Willapa Valley School District (WA),0.0,2022-23,0.0,,,25.0
Willapa Valley School District (WA),0.59,2023-24,0.3,625.0,41.0,24.3
Willapa Valley School District (WA),0.2,2024-25,0.1,1720.0,116.0,23.16
Wilson Creek School District (WA),0.0,2015-16,0.0,,,13.0
Wilson Creek School District (WA),0.0,2016-17,0.0,,,13.01
Wilson Creek School District (WA),0.0,2017-18,0.0,,,13.08
Wilson Creek School District (WA),0.0,2018-19,0.0,,,14.9
Wilson Creek School District (WA),0.0,2019-20,0.0,,,14.19
Wilson Creek School District (WA),0.0,2020-21,0.0,,,14.01
Wilson Creek School District (WA),0.0,2021-22,0.0,,,13.92
Wilson Creek School District (WA),0.0,2022-23,0.0,,,14.0
Wilson Creek School District (WA),0.0,2023-24,,,,14.27
Wilson Creek School District (WA),0.0,2024-25,,,,14.07
Winlock School District (WA),0.0,2015-16,0.0,,,37.16
Winlock School District (WA),0.0,2016-17,0.0,,,40.0
Winlock School District (WA),0.0,2017-18,0.0,,,40.49
Winlock School District (WA),0.0,2018-19,0.0,,,43.33
Winlock School District (WA),0.0,2019-20,0.0,,,38.94
Winlock School District (WA),0.0,2020-21,0.0,,,40.67
Winlock School District (WA),0.0,2021-22,0.0,,,47.52
Winlock School District (WA),0.0,2022-23,0.0,,,51.0
Winlock School District (WA),0.0,2023-24,,,,40.95
Winlock School District (WA),0.0,2024-25,,,,41.75
Wishkah Valley School District (WA),0.0,2015-16,0.0,,,14.14
Wishkah Valley School District (WA),0.0,2016-17,0.0,,,14.91
Wishkah Valley School District (WA),0.0,2017-18,0.0,,,14.99
Wishkah Valley School District (WA),0.0,2018-19,0.0,,,15.73
Wishkah Valley School District (WA),0.0,2019-20,0.0,,,14.66
Wishkah Valley School District (WA),0.0,2020-21,0.0,,,15.14
Wishkah Valley School District (WA),0.0,2021-22,0.0,,,14.97
Wishkah Valley School District (WA),0.0,2022-23,0.0,,,14.0
Wishkah Valley School District (WA),0.0,2023-24,,,,16.97
Wishkah Valley School District (WA),0.0,2024-25,,,,17.17
Wishram School District (WA),0.0,2015-16,0.0,,,9.0
Wishram School District (WA),0.0,2016-17,0.0,,,8.69
Wishram School District (WA),0.0,2017-18,0.0,,,9.03
Wishram School District (WA),0.0,2018-19,0.0,,,9.04
Wishram School District (WA),0.0,2019-20,0.0,,,9.04
Wishram School District (WA),0.0,2020-21,0.0,,,8.52
Wishram School District (WA),0.0,2021-22,0.0,,,9.0
Wishram School District (WA),0.0,2022-23,0.0,,,9.0
Wishram School District (WA),0.0,2023-24,,,,9.0
Wishram School District (WA),0.0,2024-25,,,,9.0
Woodland School District (WA),1.0,2015-16,0.14,2342.0,117.0,117.16
Woodland School District (WA),1.0,2016-17,0.14,2420.0,122.0,122.41
Woodland School District (WA),1.12,2017-18,0.16,2221.0,113.0,126.76
Woodland School District (WA),1.14,2018-19,0.16,2211.0,116.0,131.92
Woodland School District (WA),0.98,2019-20,0.14,2585.0,134.0,131.67
Woodland School District (WA),0.84,2020-21,0.12,2875.0,157.0,132.07
Woodland School District (WA),1.22,2021-22,0.17,1937.0,102.0,124.17
Woodland School District (WA),0.9,2022-23,0.13,2702.0,157.0,141.0
Woodland School District (WA),1.1,2023-24,0.16,2185.0,120.0,131.57
Woodland School District (WA),1.0,2024-25,0.14,2429.0,129.0,129.28
Yakima School District (WA),19.5,2015-16,0.67,832.0,44.0,855.35
Yakima School District (WA),10.86,2016-17,0.37,1503.0,80.0,866.61
Yakima School District (WA),10.86,2017-18,0.37,1505.0,79.0,863.15
Yakima School District (WA),10.86,2018-19,0.37,1508.0,80.0,867.23
Yakima School District (WA),10.86,2019-20,0.37,1510.0,79.0,857.44
Yakima School District (WA),9.5,2020-21,0.33,1669.0,92.0,873.56
Yakima School District (WA),10.83,2021-22,0.37,1477.0,82.0,882.89
Yakima School District (WA),10.65,2022-23,0.37,1460.0,86.0,921.0
Yakima School District (WA),11.2,2023-24,0.39,1388.0,85.0,952.28
Yakima School District (WA),14.3,2024-25,0.49,1083.0,61.0,875.28
Yelm School District (WA),2.4,2015-16,0.24,2376.0,124.0,297.96
Yelm School District (WA),2.85,2016-17,0.29,2055.0,108.0,306.44
Yelm School District (WA),2.82,2017-18,0.28,2060.0,109.0,306.38
Yelm School District (WA),2.42,2018-19,0.24,2415.0,130.0,315.21
Yelm School District (WA),2.6,2019-20,0.26,2265.0,120.0,310.87
Yelm School District (WA),2.6,2020-21,0.26,2083.0,118.0,306.68
Yelm School District (WA),2.6,2021-22,0.26,2089.0,127.0,329.33
Yelm School District (WA),2.6,2022-23,0.26,2180.0,124.0,323.0
Yelm School District (WA),3.6,2023-24,0.36,1594.0,89.0,319.53
Yelm School District (WA),0.0,2024-25,,,,283.44
Zillah School District (WA),0.0,2015-16,0.0,,,72.99
Zillah School District (WA),0.0,2016-17,0.0,,,75.0
Zillah School District (WA),0.0,2017-18,0.0,,,73.99
Zillah School District (WA),0.0,2018-19,0.0,,,75.07
Zillah School District (WA),0.0,2019-20,0.0,,,75.02
