district,librarian_fte,year,librarians_per_school,students_per_librarian,teachers_per_librarian,teacher_fte,locale_code,locale_tier,ela_pct_met_grade4,ela_pct_met_grade8,ela_pct_foundational_grade4,ela_pct_foundational_grade8
Tumwater School District (WA),2.8,2020-21,0.19,2235.0,124.0,347.39,13.0,Urban,53.2,50.7,,
Tumwater School District (WA),2.8,2021-22,0.19,2295.0,121.0,339.14,13.0,Urban,59.9,50.8,,
Tumwater School District (WA),1.48,2022-23,0.1,4366.0,234.0,347.0,13.0,Urban,60.0,52.0,,
Tumwater School District (WA),1.32,2023-24,0.09,4759.0,258.0,340.22,13.0,Urban,50.8,54.6,69.1,78.7
Tumwater School District (WA),1.4,2024-25,0.1,4536.0,254.0,355.98,13.0,Urban,54.5,56.8,75.1,78.0
Union Gap School District (WA),0.0,2015-16,0.0,,,34.43,22.0,Suburban,47.3,63.1,,
Union Gap School District (WA),0.0,2016-17,0.0,,,34.93,22.0,Suburban,53.9,62.5,,
Union Gap School District (WA),0.0,2017-18,0.0,,,35.41,22.0,Suburban,50.0,52.3,,
Union Gap School District (WA),0.0,2018-19,0.0,,,35.32,22.0,Suburban,52.9,70.0,,
Union Gap School District (WA),0.0,2019-20,0.0,,,35.26,22.0,Suburban,,,,
Union Gap School District (WA),0.0,2020-21,0.0,,,35.43,22.0,Suburban,44.1,41.7,,
Union Gap School District (WA),0.0,2021-22,0.0,,,31.48,22.0,Suburban,55.2,45.1,,
Union Gap School District (WA),0.0,2022-23,0.0,,,37.0,22.0,Suburban,55.7,58.7,,
Union Gap School District (WA),0.0,2023-24,,,,38.0,22.0,Suburban,35.4,52.9,66.2,82.9
Union Gap School District (WA),0.0,2024-25,,,,36.56,22.0,Suburban,42.0,56.4,54.0,87.3
University Place School District (WA),6.0,2015-16,0.6,941.0,50.0,299.05,21.0,Suburban,78.7,71.1,,
University Place School District (WA),6.0,2016-17,0.6,952.0,49.0,291.98,21.0,Suburban,73.9,70.5,,
University Place School District (WA),6.01,2017-18,0.67,946.0,49.0,295.39,21.0,Suburban,73.9,77.5,,
University Place School District (WA),6.01,2018-19,0.67,968.0,50.0,302.6,21.0,Suburban,70.1,76.4,,
University Place School District (WA),6.0,2019-20,0.75,960.0,51.0,308.74,21.0,Suburban,,,,
University Place School District (WA),1.0,2020-21,0.13,5661.0,311.0,310.91,21.0,Suburban,62.8,61.6,,
University Place School District (WA),2.0,2021-22,0.25,2807.0,157.0,314.37,21.0,Suburban,64.9,61.3,,
University Place School District (WA),2.0,2022-23,0.25,2810.0,156.0,312.0,21.0,Suburban,62.6,62.3,,
University Place School District (WA),2.0,2023-24,0.25,2803.0,147.0,293.5,21.0,Suburban,63.0,66.3,76.7,83.1
University Place School District (WA),2.0,2024-25,0.25,2818.0,148.0,295.93,21.0,Suburban,67.3,68.9,83.1,85.6
Valley School District (WA),0.0,2015-16,0.0,,,34.16,43.0,Distant Rural,37.5,28.0,,
Valley School District (WA),0.0,2016-17,0.0,,,36.25,43.0,Distant Rural,36.7,39.1,,
Valley School District (WA),0.0,2017-18,0.0,,,36.28,43.0,Distant Rural,43.8,41.2,,
Valley School District (WA),0.0,2018-19,0.0,,,42.07,43.0,Distant Rural,33.3,52.6,,
Valley School District (WA),0.0,2019-20,0.0,,,43.15,43.0,Distant Rural,,,,
Valley School District (WA),0.0,2020-21,0.0,,,51.45,43.0,Distant Rural,8.8,8.3,,
Valley School District (WA),0.0,2021-22,0.0,,,48.97,43.0,Distant Rural,13.3,57.1,,
Valley School District (WA),0.0,2022-23,0.0,,,51.0,43.0,Distant Rural,,55.0,,
Valley School District (WA),0.0,2023-24,,,,51.0,43.0,Distant Rural,26.3,40.0,63.2,66.7
Valley School District (WA),0.0,2024-25,,,,52.99,43.0,Distant Rural,17.7,,35.3,
Vancouver School District (WA),32.8,2015-16,0.78,717.0,38.0,1243.89,21.0,Suburban,49.8,53.2,,
Vancouver School District (WA),32.8,2016-17,0.78,727.0,39.0,1274.39,21.0,Suburban,48.3,54.5,,
Vancouver School District (WA),33.02,2017-18,0.79,717.0,40.0,1307.07,21.0,Suburban,49.6,52.7,,
Vancouver School District (WA),32.02,2018-19,0.78,731.0,41.0,1311.37,12.0,Urban,50.2,51.5,,
Vancouver School District (WA),33.02,2019-20,0.81,707.0,39.0,1285.89,12.0,Urban,,,,
Vancouver School District (WA),26.08,2020-21,0.64,840.0,49.0,1270.7,12.0,Urban,39.6,46.5,,
Vancouver School District (WA),27.37,2021-22,0.67,790.0,45.0,1220.69,12.0,Urban,42.6,40.1,,
Vancouver School District (WA),28.02,2022-23,0.65,785.0,46.0,1283.0,12.0,Urban,42.1,41.6,,
Vancouver School District (WA),28.24,2023-24,0.63,777.0,45.0,1261.57,12.0,Urban,39.7,35.9,58.4,59.1
Vancouver School District (WA),20.92,2024-25,0.46,1041.0,54.0,1134.88,12.0,Urban,40.9,34.5,58.1,56.2
Vashon Island School District (WA),2.0,2015-16,0.4,794.0,40.0,79.0,41.0,Rural,69.0,66.4,,
Vashon Island School District (WA),3.0,2016-17,0.6,543.0,29.0,86.27,41.0,Rural,68.3,65.2,,
Vashon Island School District (WA),3.0,2017-18,0.6,533.0,28.0,84.91,41.0,Rural,61.3,81.2,,
Vashon Island School District (WA),3.0,2018-19,0.6,528.0,28.0,85.17,41.0,Rural,54.5,70.5,,
Vashon Island School District (WA),2.0,2019-20,0.4,765.0,41.0,81.37,41.0,Rural,,,,
Vashon Island School District (WA),2.0,2020-21,0.4,758.0,40.0,80.1,41.0,Rural,59.6,66.7,,
Vashon Island School District (WA),2.0,2021-22,0.4,760.0,39.0,78.5,41.0,Rural,60.0,64.1,,
Vashon Island School District (WA),1.9,2022-23,0.38,810.0,41.0,77.0,41.0,Rural,50.0,65.9,,
Vashon Island School District (WA),1.8,2023-24,0.36,818.0,42.0,75.75,41.0,Rural,65.0,66.1,76.0,84.7
Vashon Island School District (WA),0.8,2024-25,0.16,1835.0,92.0,73.89,41.0,Rural,58.1,61.9,73.3,84.1
Wa State Center For Childhood Deafness And Hearing Loss (WA),0.0,2015-16,0.0,,,0.0,,,,,,
Wa State Center For Childhood Deafness And Hearing Loss (WA),0.0,2016-17,0.0,,,0.0,,,,,,
Wa State Center For Childhood Deafness And Hearing Loss (WA),0.0,2017-18,0.0,,,0.0,,,,,,
Wa State Center For Childhood Deafness And Hearing Loss (WA),0.0,2018-19,0.0,,,0.0,,,,,,
Wa State Center For Childhood Deafness And Hearing Loss (WA),0.0,2019-20,0.0,,,0.0,,,,,,
Wa State Center For Childhood Deafness And Hearing Loss (WA),0.0,2020-21,0.0,,,0.0,,,,,,
Wa State Center For Childhood Deafness And Hearing Loss (WA),0.0,2021-22,0.0,,,0.0,,,,,,
Wa State Center For Childhood Deafness And Hearing Loss (WA),0.0,2022-23,0.0,,,0.0,,,,,,
Wa State Center For Childhood Deafness And Hearing Loss (WA),0.0,2023-24,,,,0.0,,,,,,
Wa State Center For Childhood Deafness And Hearing Loss (WA),0.0,2024-25,0.0,,,0.0,,,,,,
Wahkiakum School District (WA),0.0,2015-16,0.0,,,24.41,42.0,Distant Rural,62.5,55.2,,
Wahkiakum School District (WA),0.0,2016-17,0.0,,,25.45,42.0,Distant Rural,56.7,56.8,,
Wahkiakum School District (WA),0.0,2017-18,0.0,,,26.44,42.0,Distant Rural,50.0,63.2,,
Wahkiakum School District (WA),0.0,2018-19,0.0,,,26.44,42.0,Distant Rural,52.9,50.0,,
Wahkiakum School District (WA),0.0,2019-20,0.0,,,25.84,42.0,Distant Rural,,,,
Wahkiakum School District (WA),0.0,2020-21,0.0,,,26.8,42.0,Distant Rural,55.9,50.0,,
Wahkiakum School District (WA),0.0,2021-22,0.0,,,27.2,42.0,Distant Rural,50.0,58.8,,
Wahkiakum School District (WA),0.0,2022-23,0.0,,,26.0,42.0,Distant Rural,44.7,28.2,,
Wahkiakum School District (WA),0.0,2023-24,,,,24.22,42.0,Distant Rural,54.6,46.9,75.8,68.8
Wahkiakum School District (WA),0.0,2024-25,,,,22.69,42.0,Distant Rural,46.4,48.2,75.0,81.5
Wahluke School District (WA),0.0,2015-16,0.0,,,126.06,41.0,Rural,22.1,52.6,,
Wahluke School District (WA),0.0,2016-17,0.0,,,129.51,41.0,Rural,19.3,47.3,,
Wahluke School District (WA),0.0,2017-18,0.0,,,138.08,41.0,Rural,14.6,42.3,,
Wahluke School District (WA),0.0,2018-19,0.0,,,141.6,41.0,Rural,15.4,38.9,,
Wahluke School District (WA),0.0,2019-20,0.0,,,148.88,41.0,Rural,,,,
Wahluke School District (WA),0.0,2020-21,0.0,,,147.28,41.0,Rural,16.4,19.3,,
Wahluke School District (WA),0.0,2021-22,0.0,,,128.03,41.0,Rural,18.6,20.0,,
Wahluke School District (WA),0.0,2022-23,0.0,,,151.0,41.0,Rural,17.4,30.8,,
Wahluke School District (WA),0.0,2023-24,,,,143.51,43.0,Distant Rural,16.7,31.9,38.4,57.6
Wahluke School District (WA),0.0,2024-25,,,,128.49,43.0,Distant Rural,13.9,34.1,29.1,63.2
Waitsburg School District (WA),0.0,2015-16,0.0,,,20.0,42.0,Distant Rural,84.6,48.3,,
Waitsburg School District (WA),0.0,2016-17,0.0,,,20.0,42.0,Distant Rural,69.6,26.7,,
Waitsburg School District (WA),0.0,2017-18,0.0,,,20.01,42.0,Distant Rural,60.0,47.4,,
Waitsburg School District (WA),0.0,2018-19,0.0,,,18.99,42.0,Distant Rural,60.0,45.8,,
Waitsburg School District (WA),0.0,2019-20,0.0,,,17.97,42.0,Distant Rural,,,,
Waitsburg School District (WA),0.0,2020-21,0.0,,,17.07,42.0,Distant Rural,63.2,44.0,,
Waitsburg School District (WA),0.0,2021-22,0.0,,,15.85,42.0,Distant Rural,52.4,29.2,,
Waitsburg School District (WA),0.0,2022-23,0.0,,,19.0,42.0,Distant Rural,70.8,32.1,,
Waitsburg School District (WA),0.0,2023-24,,,,0.0,42.0,Distant Rural,52.9,22.2,64.7,55.6
Waitsburg School District (WA),0.0,2024-25,,,,19.0,42.0,Distant Rural,65.0,20.8,95.0,41.7
Walla Walla Public Schools (WA),4.5,2015-16,0.35,1319.0,76.0,340.9,13.0,Urban,51.8,45.4,,
Walla Walla Public Schools (WA),5.0,2016-17,0.36,1176.0,68.0,339.36,13.0,Urban,48.0,45.1,,
Walla Walla Public Schools (WA),2.0,2017-18,0.14,2898.0,166.0,331.9,13.0,Urban,51.5,52.7,,
Walla Walla Public Schools (WA),2.0,2018-19,0.14,2961.0,165.0,330.23,13.0,Urban,45.8,51.8,,
Walla Walla Public Schools (WA),2.0,2019-20,0.14,2933.0,165.0,330.2,13.0,Urban,,,,
Walla Walla Public Schools (WA),2.3,2020-21,0.14,2364.0,144.0,330.69,13.0,Urban,38.3,47.7,,
Walla Walla Public Schools (WA),2.2,2021-22,0.14,2531.0,152.0,335.0,13.0,Urban,38.3,45.7,,
Walla Walla Public Schools (WA),2.2,2022-23,0.14,2545.0,151.0,332.0,13.0,Urban,37.2,45.4,,
Walla Walla Public Schools (WA),2.2,2023-24,0.13,2515.0,148.0,325.94,13.0,Urban,37.0,43.1,56.1,64.2
Walla Walla Public Schools (WA),2.2,2024-25,0.13,2459.0,143.0,313.87,13.0,Urban,37.7,44.8,59.2,70.2
Wapato School District (WA),2.3,2015-16,0.38,1466.0,79.0,182.32,31.0,Mid-size,29.6,32.8,,
Wapato School District (WA),2.3,2016-17,0.38,1459.0,81.0,185.52,31.0,Mid-size,21.5,25.4,,
Wapato School District (WA),2.14,2017-18,0.36,1607.0,91.0,195.57,31.0,Mid-size,24.9,29.8,,
Wapato School District (WA),1.0,2018-19,0.14,3529.0,207.0,206.5,31.0,Mid-size,27.3,25.5,,
Wapato School District (WA),1.0,2019-20,0.13,3443.0,200.0,200.3,31.0,Mid-size,,,,
Wapato School District (WA),1.0,2020-21,0.13,3279.0,196.0,196.44,31.0,Mid-size,16.8,20.6,,
Wapato School District (WA),0.8,2021-22,0.1,4039.0,237.0,189.44,31.0,Mid-size,25.0,22.0,,
Wapato School District (WA),1.46,2022-23,0.13,2188.0,140.0,204.0,31.0,Mid-size,26.0,23.8,,
Wapato School District (WA),1.66,2023-24,0.15,1925.0,123.0,204.82,31.0,Mid-size,25.5,25.8,45.3,49.6
Wapato School District (WA),1.66,2024-25,0.15,1927.0,114.0,188.95,31.0,Mid-size,27.2,21.7,40.8,53.9
Warden School District (WA),1.0,2015-16,0.33,982.0,57.0,57.13,33.0,Mid-size,38.1,44.3,,
Warden School District (WA),1.0,2016-17,0.33,998.0,55.0,54.87,33.0,Mid-size,41.0,37.9,,
Warden School District (WA),1.0,2017-18,0.33,990.0,56.0,55.84,33.0,Mid-size,47.3,34.8,,
Warden School District (WA),1.0,2018-19,0.33,972.0,56.0,55.99,33.0,Mid-size,37.1,36.2,,
Warden School District (WA),1.0,2019-20,0.33,961.0,56.0,55.77,33.0,Mid-size,,,,
Warden School District (WA),1.0,2020-21,0.33,910.0,53.0,53.0,33.0,Mid-size,22.9,39.2,,
Warden School District (WA),1.0,2021-22,0.33,921.0,52.0,51.5,33.0,Mid-size,32.2,40.0,,
Warden School District (WA),1.0,2022-23,0.33,902.0,51.0,51.0,33.0,Mid-size,45.9,31.0,,
Warden School District (WA),1.0,2023-24,0.33,936.0,51.0,50.79,42.0,Distant Rural,32.6,31.0,48.8,54.9
Warden School District (WA),1.0,2024-25,0.33,933.0,54.0,54.49,42.0,Distant Rural,37.0,27.8,56.5,61.1
Washougal School District (WA),1.0,2015-16,0.13,3204.0,164.0,163.81,21.0,Suburban,63.9,61.7,,
Washougal School District (WA),1.0,2016-17,0.13,3251.0,162.0,161.9,21.0,Suburban,57.3,70.3,,
Washougal School District (WA),2.0,2017-18,0.25,1607.0,86.0,172.42,21.0,Suburban,62.0,70.2,,
Washougal School District (WA),3.5,2018-19,0.44,911.0,50.0,176.47,21.0,Suburban,56.3,65.0,,
Washougal School District (WA),3.54,2019-20,0.44,911.0,47.0,165.65,21.0,Suburban,,,,
Washougal School District (WA),4.0,2020-21,0.44,750.0,41.0,162.16,21.0,Suburban,44.9,53.7,,
Washougal School District (WA),4.0,2021-22,0.44,745.0,37.0,149.26,21.0,Suburban,44.3,59.1,,
Washougal School District (WA),2.91,2022-23,0.32,985.0,56.0,162.0,21.0,Suburban,48.5,52.7,,
Washougal School District (WA),1.0,2023-24,0.11,2825.0,150.0,150.15,21.0,Suburban,44.8,60.2,64.9,89.1
Washougal School District (WA),0.0,2024-25,,,,138.4,21.0,Suburban,42.2,60.9,68.1,83.2
Washtucna School District (WA),0.0,2015-16,0.0,,,12.5,43.0,Distant Rural,,,,
Washtucna School District (WA),0.0,2016-17,0.0,,,11.45,43.0,Distant Rural,,,,
Washtucna School District (WA),0.0,2017-18,0.0,,,11.44,43.0,Distant Rural,,50.0,,
Washtucna School District (WA),0.0,2018-19,0.0,,,10.04,43.0,Distant Rural,,,,
Washtucna School District (WA),0.0,2019-20,0.0,,,10.49,43.0,Distant Rural,,,,
Washtucna School District (WA),0.0,2020-21,0.0,,,11.04,43.0,Distant Rural,,,,
Washtucna School District (WA),0.0,2021-22,0.0,,,10.0,43.0,Distant Rural,,,,
Washtucna School District (WA),0.0,2022-23,0.0,,,11.0,43.0,Distant Rural,,38.5,,
Washtucna School District (WA),0.0,2023-24,,,,11.1,43.0,Distant Rural,,,,
Washtucna School District (WA),0.0,2024-25,,,,11.1,43.0,Distant Rural,,,,
Waterville School District (WA),0.0,2015-16,0.0,,,20.0,42.0,Distant Rural,45.5,36.0,,
Waterville School District (WA),0.0,2016-17,0.0,,,21.01,42.0,Distant Rural,47.6,65.0,,
Waterville School District (WA),0.0,2017-18,0.0,,,22.02,42.0,Distant Rural,41.2,50.0,,
Waterville School District (WA),0.0,2018-19,0.0,,,20.0,42.0,Distant Rural,60.9,56.3,,
Waterville School District (WA),0.0,2019-20,0.0,,,20.98,42.0,Distant Rural,,,,
Waterville School District (WA),0.0,2020-21,0.0,,,20.72,42.0,Distant Rural,61.1,86.7,,
Waterville School District (WA),0.0,2021-22,0.0,,,20.99,42.0,Distant Rural,68.8,60.0,,
Waterville School District (WA),0.0,2022-23,0.0,,,20.0,42.0,Distant Rural,,41.2,,
Waterville School District (WA),0.0,2023-24,,,,19.19,42.0,Distant Rural,57.9,58.8,79.0,88.2
Waterville School District (WA),0.0,2024-25,,,,15.0,42.0,Distant Rural,54.6,48.0,72.7,76.0
Wellpinit School District (WA),0.0,2015-16,0.0,,,30.62,42.0,Distant Rural,14.3,37.5,,
Wellpinit School District (WA),0.0,2016-17,0.0,,,32.23,42.0,Distant Rural,25.0,37.5,,
Wellpinit School District (WA),0.0,2017-18,0.0,,,29.02,42.0,Distant Rural,19.2,10.5,,
Wellpinit School District (WA),0.0,2018-19,0.0,,,31.39,42.0,Distant Rural,14.0,13.3,,
Wellpinit School District (WA),0.0,2019-20,0.0,,,29.9,42.0,Distant Rural,,,,
Wellpinit School District (WA),0.0,2020-21,0.0,,,32.32,42.0,Distant Rural,20.0,28.6,,
Wellpinit School District (WA),0.0,2021-22,0.0,,,31.56,42.0,Distant Rural,20.7,13.0,,
Wellpinit School District (WA),0.0,2022-23,0.0,,,34.0,42.0,Distant Rural,11.1,14.7,,
Wellpinit School District (WA),0.0,2023-24,,,,29.29,42.0,Distant Rural,22.7,,45.5,13.3
Wellpinit School District (WA),0.0,2024-25,,,,35.55,42.0,Distant Rural,15.6,,37.5,35.7
Wenatchee School District (WA),10.03,2015-16,0.56,796.0,44.0,436.71,13.0,Urban,46.2,52.3,,
Wenatchee School District (WA),9.31,2016-17,0.52,833.0,48.0,443.71,13.0,Urban,45.2,53.8,,
Wenatchee School District (WA),10.01,2017-18,0.56,774.0,45.0,448.61,13.0,Urban,46.6,52.7,,
Wenatchee School District (WA),4.82,2018-19,0.27,1621.0,95.0,455.95,13.0,Urban,45.6,56.4,,
Wenatchee School District (WA),4.07,2019-20,0.23,1918.0,109.0,443.58,13.0,Urban,,,,
Wenatchee School District (WA),4.0,2020-21,0.21,1831.0,114.0,455.88,13.0,Urban,37.9,40.9,,
Wenatchee School District (WA),4.61,2021-22,0.24,1605.0,94.0,433.31,13.0,Urban,38.7,44.5,,
Wenatchee School District (WA),4.33,2022-23,0.23,1697.0,108.0,467.0,13.0,Urban,36.9,42.4,,
Wenatchee School District (WA),2.58,2023-24,0.14,2748.0,172.0,443.18,13.0,Urban,40.1,38.5,61.1,61.1
Wenatchee School District (WA),2.13,2024-25,0.12,3321.0,188.0,400.89,13.0,Urban,43.5,47.1,62.7,67.4
West Valley School District (Spokane) (WA),0.0,2015-16,,,,0.0,13.0,Urban,54.0,51.5,,
West Valley School District (Spokane) (WA),0.0,2016-17,,,,0.0,13.0,Urban,51.9,60.5,,
West Valley School District (Spokane) (WA),0.0,2017-18,,,,0.0,13.0,Urban,48.3,55.9,,
West Valley School District (Spokane) (WA),0.0,2018-19,,,,0.0,13.0,Urban,49.3,52.3,,
West Valley School District (Spokane) (WA),0.0,2019-20,,,,0.0,13.0,Urban,,,,
West Valley School District (Spokane) (WA),0.66,2020-21,0.06,5211.0,308.0,203.28,12.0,Urban,44.3,38.4,,
West Valley School District (Spokane) (WA),0.66,2021-22,0.05,5218.0,288.0,189.99,12.0,Urban,49.5,41.5,,
West Valley School District (Spokane) (WA),0.66,2022-23,0.05,5277.0,288.0,190.0,12.0,Urban,36.7,38.2,,
West Valley School District (Spokane) (WA),0.0,2023-24,,,,0.0,12.0,Urban,44.7,42.0,73.0,71.9
West Valley School District (Spokane) (WA),0.66,2024-25,0.05,5265.0,297.0,196.22,12.0,Urban,45.0,42.6,66.5,69.3
West Valley School District (Yakima) (WA),3.4,2015-16,0.28,1485.0,75.0,255.79,13.0,Urban,68.5,53.6,,
West Valley School District (Yakima) (WA),3.4,2016-17,0.28,1547.0,77.0,262.74,13.0,Urban,63.7,58.5,,
West Valley School District (Yakima) (WA),3.0,2017-18,0.2,1812.0,90.0,270.58,13.0,Urban,64.5,64.0,,
West Valley School District (Yakima) (WA),3.0,2018-19,0.19,1837.0,93.0,279.89,13.0,Urban,68.3,52.3,,
West Valley School District (Yakima) (WA),2.0,2019-20,0.13,2808.0,139.0,277.93,13.0,Urban,,,,
West Valley School District (Yakima) (WA),1.0,2020-21,0.06,5313.0,264.0,264.23,13.0,Urban,53.9,42.7,,
West Valley School District (Yakima) (WA),0.0,2021-22,0.0,,,281.33,13.0,Urban,56.8,41.1,,
West Valley School District (Yakima) (WA),0.0,2022-23,0.0,,,279.0,13.0,Urban,63.3,47.8,,
West Valley School District (Yakima) (WA),0.0,2023-24,,,,289.33,13.0,Urban,59.1,44.6,76.5,70.3
West Valley School District (Yakima) (WA),0.0,2024-25,,,,285.29,13.0,Urban,55.9,42.2,76.8,63.0
White Pass School District (WA),0.0,2015-16,0.0,,,24.72,43.0,Distant Rural,33.3,35.1,,
White Pass School District (WA),0.0,2016-17,0.0,,,24.25,43.0,Distant Rural,25.9,51.9,,
White Pass School District (WA),0.0,2017-18,0.0,,,24.24,43.0,Distant Rural,51.7,57.7,,
White Pass School District (WA),0.0,2018-19,0.0,,,22.37,43.0,Distant Rural,36.4,51.1,,
White Pass School District (WA),0.0,2019-20,0.0,,,22.39,43.0,Distant Rural,,,,
White Pass School District (WA),0.0,2020-21,0.0,,,22.92,43.0,Distant Rural,36.0,45.8,,
White Pass School District (WA),0.0,2021-22,0.0,,,19.39,43.0,Distant Rural,28.0,60.0,,
White Pass School District (WA),0.0,2022-23,0.0,,,21.0,43.0,Distant Rural,24.1,54.2,,
White Pass School District (WA),0.0,2023-24,,,,23.05,43.0,Distant Rural,22.2,40.0,51.9,53.3
White Pass School District (WA),0.0,2024-25,,,,23.2,43.0,Distant Rural,34.6,32.0,57.7,64.0
White River School District (WA),2.0,2015-16,0.22,1815.0,91.0,181.6,21.0,Suburban,61.0,64.6,,
White River School District (WA),2.01,2016-17,0.22,1858.0,90.0,181.88,21.0,Suburban,61.2,58.8,,
White River School District (WA),2.01,2017-18,0.22,1932.0,93.0,187.4,21.0,Suburban,67.9,58.4,,
White River School District (WA),2.3,2018-19,0.26,1778.0,88.0,203.53,21.0,Suburban,73.4,58.4,,
White River School District (WA),2.4,2019-20,0.24,1735.0,87.0,208.0,21.0,Suburban,,,,
White River School District (WA),0.4,2020-21,0.04,10005.0,518.0,207.32,21.0,Suburban,62.1,57.2,,
White River School District (WA),0.57,2021-22,0.06,7598.0,367.0,209.22,21.0,Suburban,69.0,54.2,,
White River School District (WA),0.6,2022-23,0.06,7347.0,370.0,222.0,21.0,Suburban,66.6,56.4,,
White River School District (WA),0.6,2023-24,0.06,7500.0,383.0,229.93,21.0,Suburban,63.2,61.5,82.7,83.4
White River School District (WA),0.6,2024-25,0.06,7458.0,388.0,232.59,21.0,Suburban,62.9,59.0,82.6,80.1
White Salmon Valley School District (WA),0.0,2015-16,0.0,,,67.89,41.0,Rural,35.9,59.8,,
White Salmon Valley School District (WA),0.0,2016-17,0.0,,,67.48,41.0,Rural,46.2,48.9,,
White Salmon Valley School District (WA),0.0,2017-18,0.0,,,68.29,41.0,Rural,58.2,49.5,,
White Salmon Valley School District (WA),0.0,2018-19,0.0,,,67.86,41.0,Rural,40.7,55.0,,
White Salmon Valley School District (WA),0.0,2019-20,0.0,,,69.37,41.0,Rural,,,,
White Salmon Valley School District (WA),0.0,2020-21,0.0,,,67.3,41.0,Rural,53.6,51.9,,
White Salmon Valley School District (WA),0.0,2021-22,0.0,,,68.35,41.0,Rural,58.8,52.3,,
White Salmon Valley School District (WA),0.0,2022-23,0.0,,,66.0,41.0,Rural,40.2,42.3,,
White Salmon Valley School District (WA),0.0,2023-24,,,,55.09,33.0,Mid-size,35.8,46.2,51.9,60.2
White Salmon Valley School District (WA),0.0,2024-25,,,,60.84,33.0,Mid-size,54.6,40.5,69.1,82.1
Wilbur School District (WA),0.0,2015-16,0.0,,,21.29,43.0,Distant Rural,76.5,66.7,,
Wilbur School District (WA),0.0,2016-17,0.0,,,20.61,43.0,Distant Rural,87.5,38.5,,
Wilbur School District (WA),0.0,2017-18,0.0,,,20.64,43.0,Distant Rural,60.0,76.9,,
Wilbur School District (WA),0.0,2018-19,0.0,,,20.61,43.0,Distant Rural,61.5,57.9,,
Wilbur School District (WA),0.0,2019-20,0.0,,,17.96,43.0,Distant Rural,,,,
Wilbur School District (WA),0.0,2020-21,0.0,,,18.98,43.0,Distant Rural,,40.0,,
Wilbur School District (WA),0.0,2021-22,0.0,,,20.3,43.0,Distant Rural,,57.9,,
Wilbur School District (WA),0.0,2022-23,0.0,,,19.0,43.0,Distant Rural,60.0,50.0,,
Wilbur School District (WA),0.0,2023-24,,,,20.88,43.0,Distant Rural,25.0,50.0,66.7,64.3
Wilbur School District (WA),0.0,2024-25,,,,20.48,43.0,Distant Rural,27.3,38.9,63.6,83.3
Willapa Valley School District (WA),0.0,2015-16,0.0,,,23.99,42.0,Distant Rural,48.0,60.0,,
Willapa Valley School District (WA),0.0,2016-17,0.0,,,22.99,42.0,Distant Rural,57.7,47.1,,
Willapa Valley School District (WA),0.0,2017-18,0.0,,,23.0,42.0,Distant Rural,48.6,64.3,,
Willapa Valley School District (WA),0.0,2018-19,0.0,,,22.0,42.0,Distant Rural,54.2,75.0,,
Willapa Valley School District (WA),0.0,2019-20,0.0,,,23.14,42.0,Distant Rural,,,,
Willapa Valley School District (WA),0.0,2020-21,0.0,,,21.27,42.0,Distant Rural,48.3,28.2,,
Willapa Valley School District (WA),0.0,2021-22,0.0,,,24.59,42.0,Distant Rural,41.9,28.2,,
Willapa Valley School District (WA),0.0,2022-23,0.0,,,25.0,42.0,Distant Rural,58.3,47.6,,
Willapa Valley School District (WA),0.59,2023-24,0.3,625.0,41.0,24.3,43.0,Distant Rural,50.0,23.3,85.0,46.7
Willapa Valley School District (WA),0.2,2024-25,0.1,1720.0,116.0,23.16,43.0,Distant Rural,61.3,66.7,83.9,75.0
Wilson Creek School District (WA),0.0,2015-16,0.0,,,13.0,43.0,Distant Rural,,,,
Wilson Creek School District (WA),0.0,2016-17,0.0,,,13.01,43.0,Distant Rural,30.8,,,
Wilson Creek School District (WA),0.0,2017-18,0.0,,,13.08,43.0,Distant Rural,53.8,,,
